"","SEX_label","JWTR_label","JWMNP","AGEP","PINCP"
"1597","Female","Walked",25,47,116400
"1598","Female","Walked",15,24,20000
"1599","Female","Walked",15,23,20000
"1600","Female","Walked",5,32,20000
"1601","Female","Walked",45,40,40000
"1602","Female","Walked",20,50,12000
"1603","Female","Walked",40,61,23100
"1604","Female","Walked",25,54,65000
"1605","Female","Walked",30,38,14000
"1606","Female","Walked",15,28,1e+05
"1607","Female","Walked",15,34,103000
"1608","Female","Walked",25,28,145000
"1609","Female","Walked",5,23,12000
"1610","Female","Walked",17,65,236500
"1611","Female","Walked",7,53,18000
"1612","Female","Walked",10,71,27700
"1613","Female","Walked",10,36,22000
"1614","Female","Walked",15,22,15000
"1615","Female","Walked",20,23,12000
"1616","Female","Walked",20,47,20000
"1617","Female","Walked",5,42,8300
"1618","Female","Walked",1,28,12000
"1619","Female","Walked",2,32,155000
"1620","Female","Walked",20,61,62000
"1621","Female","Walked",5,26,75000
"1622","Female","Walked",10,24,80000
"1623","Female","Walked",10,27,79000
"1624","Female","Walked",10,26,79000
"1625","Female","Walked",10,25,80000
"1626","Female","Walked",15,35,19000
"1627","Female","Walked",20,27,150000
"1628","Female","Walked",5,30,88000
"1629","Female","Walked",15,37,170000
"1630","Female","Walked",10,66,12000
"1631","Female","Walked",8,58,320000
"1632","Female","Walked",15,40,50000
"1633","Female","Walked",20,55,39000
"1634","Female","Walked",15,27,45000
"1635","Female","Walked",15,35,25000
"1636","Female","Walked",20,52,22000
"1637","Female","Walked",15,22,25000
"1638","Female","Walked",25,66,18000
"1639","Female","Walked",15,43,75000
"1640","Female","Walked",30,54,35000
"1641","Female","Walked",15,70,40000
"1642","Female","Walked",15,30,21600
"1643","Female","Walked",8,37,57600
"1644","Female","Walked",2,26,45000
"1645","Female","Walked",20,64,60000
"1646","Female","Walked",5,23,80000
"1647","Female","Walked",25,57,105000
"1648","Female","Walked",5,58,40000
"1649","Female","Walked",4,56,24300
"1650","Female","Walked",1,56,80
"1651","Female","Walked",10,42,150000
"1652","Female","Walked",5,41,9000
"1653","Female","Walked",15,42,40000
"1654","Female","Walked",15,35,120000
"1655","Female","Walked",5,20,5000
"1656","Female","Walked",20,27,125000
"1657","Female","Walked",5,55,24000
"1658","Female","Walked",10,44,1800
"1659","Female","Walked",20,62,147000
"1660","Female","Walked",15,39,6500
"1661","Female","Walked",15,27,42000
"1662","Female","Walked",20,56,68000
"1663","Female","Walked",15,64,39000
"1664","Female","Walked",15,27,15000
"1665","Female","Walked",15,33,96000
"1666","Female","Walked",15,33,78000
"1667","Female","Walked",15,59,101900
"1668","Female","Walked",30,53,45000
"1669","Female","Walked",20,60,25000
"1670","Female","Walked",138,27,5000
"1671","Female","Walked",10,29,17000
"1672","Female","Walked",1,55,60000
"1673","Female","Walked",10,36,4000
"1674","Female","Walked",15,54,14000
"1675","Female","Walked",60,48,33400
"1676","Female","Walked",15,54,50000
"1677","Female","Walked",15,50,90000
"1678","Female","Walked",20,47,305000
"1679","Female","Walked",30,42,15000
"1680","Female","Walked",10,45,12000
"1681","Female","Walked",45,58,15600
"1682","Female","Walked",15,27,56000
"1683","Female","Walked",15,61,3000
"1684","Female","Walked",10,64,25000
"1685","Female","Walked",10,51,13500
"1686","Female","Walked",20,66,55800
"1687","Female","Walked",5,40,113000
"1688","Female","Walked",15,58,35100
"1689","Female","Walked",30,31,22000
"1690","Female","Walked",10,28,79000
"1691","Female","Walked",15,63,16000
"1692","Female","Walked",15,31,65000
"1693","Female","Walked",20,59,23000
"1694","Female","Walked",15,22,4000
"1695","Female","Walked",20,20,3500
"1696","Female","Walked",20,21,7800
"1697","Female","Walked",3,19,2000
"1698","Female","Walked",5,21,28600
"1699","Female","Walked",25,21,42500
"1700","Female","Walked",10,23,10000
"1701","Female","Walked",10,21,1000
"1702","Female","Walked",5,21,7000
"1703","Female","Walked",10,21,4000
"1704","Female","Walked",5,21,6000
"1705","Female","Walked",15,21,5400
"1706","Female","Walked",8,20,14000
"1707","Female","Walked",5,19,1700
"1708","Female","Walked",10,20,10000
"1709","Female","Walked",15,22,80
"1710","Female","Walked",10,21,1200
"1711","Female","Walked",15,20,3000
"1712","Female","Walked",10,20,12000
"1713","Female","Walked",10,21,22700
"1714","Female","Walked",5,19,20000
"1715","Female","Walked",5,20,170
"1716","Female","Walked",10,19,3100
"1717","Female","Walked",15,23,2000
"1718","Female","Walked",5,19,1700
"1719","Female","Walked",5,20,10800
"1720","Female","Walked",5,22,2000
"1721","Female","Walked",5,20,5000
"1722","Female","Walked",5,88,37900
"1723","Female","Walked",10,20,3000
"1724","Female","Walked",10,21,22700
"1725","Female","Walked",15,21,10000
"1726","Female","Walked",5,21,7000
"1727","Female","Walked",2,22,10000
"1728","Female","Walked",20,20,3700
"1729","Female","Walked",10,19,6000
"1730","Female","Walked",15,20,4000
"1731","Female","Walked",5,19,1000
"1732","Female","Walked",10,19,70
"1733","Female","Walked",15,19,820
"1734","Female","Walked",5,23,8800
"1735","Female","Walked",10,23,20000
"1736","Female","Walked",5,21,4000
"1737","Female","Walked",5,19,4000
"1738","Female","Walked",10,22,2400
"1739","Female","Walked",10,19,2000
"1740","Female","Walked",10,19,3500
"1741","Female","Walked",10,22,1500
"1742","Female","Walked",5,20,3000
"1743","Female","Walked",15,19,1500
"1744","Female","Walked",25,20,700
"1745","Female","Walked",10,65,7800
"1746","Female","Walked",7,20,25000
"1747","Female","Walked",10,19,1600
"1748","Female","Walked",5,20,5000
"1749","Female","Walked",20,21,7800
"1750","Female","Walked",10,20,5000
"1751","Female","Walked",15,20,5000
"1752","Female","Walked",15,20,10000
"1753","Female","Walked",5,21,6000
"1754","Female","Walked",5,20,170
"1755","Female","Walked",5,25,2500
"1756","Female","Walked",5,20,7000
"1757","Female","Walked",5,19,1000
"1758","Female","Walked",3,21,12000
"1759","Female","Walked",15,20,4000
"1760","Female","Walked",10,65,7800
"1761","Female","Walked",5,22,4000
"1762","Female","Walked",15,26,35000
"1763","Female","Walked",10,21,4000
"1764","Female","Walked",10,61,10400
"1765","Female","Walked",10,22,10000
"1766","Female","Walked",1,22,6600
"1767","Female","Walked",5,21,7000
"1768","Female","Walked",10,23,10000
"1769","Female","Walked",10,65,7800
"1770","Female","Walked",10,20,10000
"1771","Female","Walked",10,23,12000
"1772","Female","Walked",15,19,820
"1773","Female","Walked",10,21,2000
"1774","Female","Walked",5,19,3000
"1775","Female","Walked",4,19,5500
"1776","Female","Walked",20,19,4200
"1777","Female","Walked",10,19,2000
"1778","Female","Walked",15,20,10000
"1779","Female","Walked",10,20,24000
"1780","Female","Walked",15,20,4000
"1781","Female","Walked",5,22,2000
"1782","Female","Walked",5,19,7920
"1783","Female","Walked",5,52,14100
"1784","Female","Walked",5,19,2500
"1785","Female","Walked",5,28,35000
"1786","Female","Walked",8,22,10200
"1787","Female","Walked",5,20,5000
"1788","Female","Walked",5,21,9500
"1789","Female","Walked",10,19,820
"1790","Female","Walked",5,88,37900
"1791","Female","Walked",5,20,10000
"1792","Female","Walked",8,19,500
"1793","Female","Walked",10,19,2000
"1794","Female","Walked",15,21,1000
"1795","Female","Walked",10,21,9900
"1796","Female","Walked",5,19,5200
"1797","Female","Walked",5,21,6000
"1798","Female","Walked",10,19,2000
"1799","Female","Walked",5,21,4000
"1800","Female","Walked",10,20,2000
"1801","Female","Walked",10,20,4000
"1802","Female","Walked",5,19,4000
"1803","Female","Walked",15,20,4000
"1804","Female","Walked",15,19,820
"1805","Female","Walked",10,19,3000
"1806","Female","Walked",5,52,14100
"1807","Female","Walked",15,22,10000
"1808","Female","Walked",5,19,20300
"1809","Female","Walked",5,19,20000
"1810","Female","Walked",5,20,9800
"1811","Female","Walked",10,19,800
"1812","Female","Walked",15,21,10000
"1813","Female","Walked",15,21,4000
"1814","Female","Walked",10,20,3000
"1815","Female","Walked",6,19,3500
"1816","Female","Walked",8,20,1000
"1817","Female","Walked",5,21,4000
"1818","Female","Walked",5,21,4000
"1819","Female","Walked",1,45,109000
"1820","Female","Walked",1,19,7700
"1821","Female","Walked",1,47,9700
"1822","Female","Walked",20,75,74800
"1823","Female","Walked",10,46,8000
"1824","Female","Walked",20,35,25000
"1825","Female","Walked",10,40,45000
"1826","Female","Walked",10,32,35000
"1827","Female","Walked",5,67,23000
"1828","Female","Walked",10,25,28000
"1829","Female","Walked",15,25,32000
"1830","Female","Walked",15,61,24000
"1831","Female","Walked",5,36,15000
"1832","Female","Walked",25,63,40000
"1833","Female","Walked",15,47,6000
"1834","Female","Walked",40,51,14000
"1835","Female","Walked",5,62,19400
"1836","Female","Walked",5,21,19080
"1837","Female","Walked",5,21,19000
"1838","Female","Walked",15,51,36000
"1839","Female","Walked",30,70,11400
"1840","Female","Walked",10,52,150000
"1841","Female","Walked",15,32,130000
"1842","Female","Walked",25,23,7200
"1843","Female","Walked",15,19,11400
"1844","Female","Walked",15,30,2200
"1845","Female","Walked",10,39,7000
"1846","Female","Walked",30,52,63000
"1847","Female","Walked",20,56,20000
"1848","Female","Walked",10,56,6400
"1849","Female","Walked",5,63,40000
"1850","Female","Walked",10,37,10500
"1851","Female","Walked",20,55,40000
"1852","Female","Walked",2,23,6000
"1853","Female","Walked",20,48,684000
"1854","Female","Walked",2,57,41000
"1855","Female","Walked",10,49,9000
"1856","Female","Walked",15,25,45000
"1857","Female","Walked",25,25,90000
"1858","Female","Walked",10,46,22800
"1859","Female","Walked",5,42,175000
"1860","Female","Walked",10,35,2e+05
"1861","Female","Walked",10,23,55000
"1862","Female","Walked",15,23,90000
"1863","Female","Walked",10,41,10000
"1864","Female","Walked",20,34,41000
"1865","Female","Walked",40,52,67000
"1866","Female","Walked",25,46,2e+05
"1867","Female","Walked",10,60,42500
"1868","Female","Walked",15,21,11100
"1869","Female","Walked",5,39,58000
"1870","Female","Walked",8,25,130000
"1871","Female","Walked",10,40,10000
"1872","Female","Walked",15,50,44000
"1873","Female","Walked",15,58,47900
"1874","Female","Walked",10,80,31200
"1875","Female","Walked",10,65,21300
"1876","Female","Walked",5,44,6000
"1877","Female","Walked",20,22,21900
"1878","Female","Walked",10,47,20000
"1879","Female","Walked",30,29,16000
"1880","Female","Walked",40,35,16000
"1881","Female","Walked",25,63,11700
"1882","Female","Walked",3,66,10000
"1883","Female","Walked",10,77,214000
"1884","Female","Walked",10,68,47400
"1885","Female","Walked",10,19,16500
"1886","Female","Walked",40,36,33700
"1887","Female","Walked",20,24,27700
"1888","Female","Walked",10,51,50000
"1889","Female","Walked",20,32,13000
"1890","Female","Walked",15,26,665000
"1891","Female","Walked",10,29,15000
"1892","Female","Walked",10,28,24000
"1893","Female","Walked",40,64,8000
"1894","Female","Walked",15,19,12900
"1895","Female","Walked",5,27,17600
"1896","Female","Walked",15,27,78000
"1897","Female","Walked",20,46,16300
"1898","Female","Walked",10,56,138000
"1899","Female","Walked",10,19,32000
"1900","Female","Walked",5,52,9500
"1901","Female","Walked",56,53,66800
"1902","Female","Walked",10,22,17000
"1903","Female","Walked",20,46,38000
"1904","Female","Walked",2,68,18000
"1905","Female","Walked",15,67,4300
"1906","Female","Walked",3,62,169790
"1907","Female","Walked",10,24,15000
"1908","Female","Walked",20,23,20000
"1909","Female","Walked",10,60,24490
"1910","Female","Walked",10,60,21000
"1911","Female","Walked",5,44,37000
"1912","Female","Walked",1,20,12000
"1913","Female","Walked",5,22,30000
"1914","Female","Walked",10,48,6000
"1915","Female","Walked",15,60,80000
"1916","Female","Walked",10,44,18000
"1917","Female","Walked",10,23,16000
"1918","Female","Walked",25,41,97000
"1919","Female","Walked",20,32,5700
"1920","Female","Walked",10,50,29000
"1921","Female","Walked",15,61,18000
"1922","Female","Walked",5,52,32000
"1923","Female","Walked",20,35,100340
"1924","Female","Walked",20,42,30000
"1925","Female","Walked",15,52,22000
"1926","Female","Walked",10,62,25000
"1927","Female","Walked",10,35,20800
"1928","Female","Walked",1,45,13800
"1929","Female","Walked",3,56,304000
"1930","Female","Walked",60,21,7800
"1931","Female","Walked",10,71,206000
"1932","Female","Walked",15,28,30000
"1933","Female","Walked",10,53,464000
"1934","Female","Walked",15,26,20000
"1935","Female","Walked",15,66,67000
"1936","Female","Walked",20,47,135000
"1937","Female","Walked",15,38,122750
"1938","Female","Walked",20,47,2e+05
"1939","Female","Walked",15,45,96000
"1940","Female","Walked",35,62,103400
"1941","Female","Walked",15,27,50000
"1942","Female","Walked",15,35,94000
"1943","Female","Walked",20,67,81000
"1944","Female","Walked",1,66,60200
"1945","Female","Walked",15,45,10000
"1946","Female","Walked",10,22,2400
"1947","Female","Walked",15,39,17100
"1948","Female","Walked",20,33,660000
"1949","Female","Walked",12,59,73000
"1950","Female","Walked",10,25,33300
"1951","Female","Walked",2,37,90400
"1952","Female","Walked",10,80,36700
"1953","Female","Walked",20,31,91000
"1954","Female","Walked",45,50,140000
"1955","Female","Walked",30,37,48000
"1956","Female","Walked",5,26,42700
"1957","Female","Walked",15,30,40000
"1958","Female","Walked",15,47,27500
"1959","Female","Walked",1,21,18000
"1960","Female","Walked",4,62,22000
"1961","Female","Walked",20,59,660000
"1962","Female","Walked",5,23,5000
"1963","Female","Walked",138,53,56000
"1964","Female","Walked",15,23,15000
"1965","Female","Walked",5,61,1100
"1966","Female","Walked",15,48,40000
"1967","Female","Walked",5,46,205000
"1968","Female","Walked",15,46,250000
"1969","Female","Walked",10,32,1e+05
"1970","Female","Walked",30,37,20000
"1971","Female","Walked",5,57,26900
"1972","Female","Walked",10,45,15000
"1973","Female","Walked",2,53,40000
"1974","Female","Walked",5,21,10000
"1975","Female","Walked",15,24,17600
"1976","Female","Walked",60,42,74000
"1977","Female","Walked",20,24,32000
"1978","Female","Walked",25,37,32000
"1979","Female","Walked",10,31,36700
"1980","Female","Walked",30,68,36800
"1981","Female","Walked",3,54,68000
"1982","Female","Walked",10,72,214500
"1983","Female","Walked",15,22,8000
"1984","Female","Walked",15,30,3000
"1985","Female","Walked",15,72,24900
"1986","Female","Walked",12,33,2e+05
"1987","Female","Walked",20,57,24600
"1988","Female","Walked",5,46,22000
"1989","Female","Walked",15,21,15000
"1990","Female","Walked",1,59,275000
"1991","Female","Walked",25,45,103000
"1992","Female","Walked",10,30,70000
"1993","Female","Walked",20,60,12000
"1994","Female","Walked",60,41,13300
"1995","Female","Walked",3,39,50000
"1996","Female","Walked",10,48,21900
"1997","Female","Walked",20,30,30000
"1998","Female","Walked",5,29,20000
"1999","Female","Walked",2,37,1
"2000","Female","Walked",10,23,9400
"2001","Female","Walked",10,20,29000
"2002","Female","Walked",10,34,25000
"2003","Female","Walked",5,50,29600
"2004","Female","Walked",15,41,55000
"2005","Female","Walked",20,38,660000
"2006","Female","Walked",5,25,7000
"2007","Female","Walked",2,50,12000
"2008","Female","Walked",5,47,20000
"2009","Female","Walked",25,53,230000
"2010","Female","Walked",10,53,500
"2011","Female","Walked",10,41,20000
"2012","Female","Walked",8,58,50000
"2013","Female","Walked",5,28,11000
"2014","Female","Walked",30,30,25900
"2015","Female","Walked",5,38,90000
"2016","Female","Walked",3,56,40000
"2017","Female","Walked",5,24,11000
"2018","Female","Walked",15,45,30000
"2019","Female","Walked",10,20,6400
"2020","Female","Walked",1,39,130000
"2021","Female","Walked",20,41,21300
"2022","Female","Walked",20,43,90000
"2023","Female","Walked",15,37,40000
"2024","Female","Walked",15,24,12000
"2025","Female","Walked",30,28,4200
"2026","Female","Walked",5,55,140000
"2027","Female","Walked",20,56,58000
"2028","Female","Walked",15,59,42000
"2029","Female","Walked",15,26,35000
"2030","Female","Walked",15,37,120000
"2031","Female","Walked",15,44,18500
"2032","Female","Walked",5,32,23000
"2033","Female","Walked",8,50,10000
"2034","Female","Walked",10,21,47000
"2035","Female","Walked",5,25,70000
"2036","Female","Walked",15,35,23000
"2037","Female","Walked",5,36,60000
"2038","Female","Walked",5,29,34300
"2039","Female","Walked",2,32,20000
"2040","Female","Walked",5,42,63000
"2041","Female","Walked",20,39,108000
"2042","Female","Walked",10,60,14000
"2043","Female","Walked",15,31,22900
"2044","Female","Walked",20,34,28000
"2045","Female","Walked",15,52,10000
"2046","Female","Walked",10,33,150000
"2047","Female","Walked",30,37,150000
"2048","Female","Walked",10,24,45000
"2049","Female","Walked",10,27,41000
"2050","Female","Walked",40,54,15000
"2051","Female","Walked",5,76,36000
"2052","Female","Walked",10,34,10400
"2053","Female","Walked",30,24,45000
"2054","Female","Walked",20,24,75000
"2055","Female","Walked",10,20,9000
"2056","Female","Walked",138,50,25000
"2057","Female","Walked",15,49,81000
"2058","Female","Walked",20,42,70000
"2059","Female","Walked",5,23,6000
"2060","Female","Walked",15,22,5000
"2061","Female","Walked",30,38,4300
"2062","Female","Walked",15,26,20000
"2063","Female","Walked",15,31,79700
"2064","Female","Walked",5,63,11400
"2065","Female","Walked",10,61,220000
"2066","Female","Walked",5,70,46000
"2067","Female","Walked",5,41,113000
"2068","Female","Walked",10,49,20000
"2069","Female","Walked",20,31,11600
"2070","Female","Walked",15,59,127000
"2071","Female","Walked",20,29,25000
"2072","Female","Walked",2,64,30000
"2073","Female","Walked",20,38,17000
"2074","Female","Walked",15,41,120000
"2075","Female","Walked",5,59,24000
"2076","Female","Walked",20,20,24900
"2077","Female","Walked",20,20,26200
"2078","Female","Walked",25,52,25000
"2079","Female","Walked",25,32,113000
"2080","Female","Walked",20,41,50000
"2081","Female","Walked",15,63,14700
"2082","Female","Walked",15,74,1e+05
"2083","Female","Walked",15,20,15900
"2084","Female","Walked",40,58,85000
"2085","Female","Walked",10,38,120000
"2086","Female","Walked",15,53,21200
"2087","Female","Walked",30,24,18000
"2088","Female","Walked",15,52,113000
"2089","Female","Walked",10,45,5900
"2090","Female","Walked",10,49,29000
"2091","Female","Walked",15,66,30000
"2092","Female","Walked",5,37,80000
"2093","Female","Walked",35,23,11000
"2094","Female","Walked",15,48,6400
"2095","Female","Walked",15,23,700
"2096","Female","Walked",2,47,8000
"2097","Female","Walked",15,43,107000
"2098","Female","Walked",5,22,20000
"2099","Female","Walked",2,46,36400
"2100","Female","Walked",2,63,31800
"2101","Female","Walked",1,60,4
"2102","Female","Walked",10,27,32000
"2103","Female","Walked",40,27,186000
"2104","Female","Walked",15,69,127700
"2105","Female","Walked",20,60,40000
"2106","Female","Walked",20,47,61000
"2107","Female","Walked",1,29,53000
"2108","Female","Walked",10,69,5100
"2109","Female","Walked",20,37,9000
"2110","Female","Walked",30,34,167000
"2111","Female","Walked",15,32,65000
"2112","Female","Walked",90,30,85000
"2113","Female","Walked",3,23,32000
"2114","Female","Walked",2,26,23400
"2115","Female","Walked",2,50,18000
"2116","Female","Walked",30,59,15000
"2117","Female","Walked",10,38,45000
"2118","Female","Walked",30,26,1e+05
"2119","Female","Walked",5,21,5000
"2120","Female","Walked",10,31,24000
"2121","Female","Walked",20,35,54100
"2122","Female","Walked",10,24,30000
"2123","Female","Walked",5,20,4200
"2124","Female","Walked",20,46,15800
"2125","Female","Walked",10,49,335000
"2126","Female","Walked",10,35,20000
"2127","Female","Walked",10,23,20000
"2128","Female","Walked",10,24,4850
"2129","Female","Walked",20,43,23000
"2130","Female","Walked",25,36,670000
"2131","Female","Walked",5,24,11400
"2132","Female","Walked",10,23,15000
"2133","Female","Walked",12,30,20000
"2134","Female","Walked",50,43,14000
"2135","Female","Walked",15,45,30000
"2136","Female","Walked",15,39,50000
"2137","Female","Walked",14,55,30000
"2138","Female","Walked",10,65,36000
"2139","Female","Walked",10,54,39000
"2140","Female","Walked",10,59,25000
"2141","Female","Walked",20,20,500
"2142","Female","Walked",5,42,50000
"2143","Female","Walked",30,42,10800
"2144","Female","Walked",15,26,3800
"2145","Female","Walked",30,36,110000
"2146","Female","Walked",10,62,10800
"2147","Female","Walked",20,26,120000
"2148","Female","Walked",5,64,26260
"2149","Female","Walked",25,44,96000
"2150","Female","Walked",5,74,64000
"2151","Female","Walked",5,26,21000
"2152","Female","Walked",15,31,70000
"2153","Female","Walked",30,57,45000
"2154","Female","Walked",90,66,144000
"2155","Female","Walked",5,21,4000
"2156","Female","Walked",15,59,63000
"2157","Female","Walked",5,44,15000
"2158","Female","Walked",10,64,15000
"2159","Female","Walked",25,29,65000
"2160","Female","Walked",10,49,15000
"2161","Female","Walked",5,33,16000
"2162","Female","Walked",5,29,29800
"2163","Female","Walked",15,22,20000
"2164","Female","Walked",20,60,384000
"2165","Female","Walked",15,46,10000
"2166","Female","Walked",5,24,7000
"2167","Female","Walked",1,45,6000
"2168","Female","Walked",5,41,75000
"2169","Female","Walked",20,64,370000
"2170","Female","Walked",5,57,88000
"2171","Female","Walked",3,35,71000
"2172","Female","Walked",30,63,22000
"2173","Female","Walked",5,21,23000
"2174","Female","Walked",15,74,53000
"2175","Female","Walked",15,38,25900
"2176","Female","Walked",25,36,8500
"2177","Female","Walked",30,30,21000
"2178","Female","Walked",20,69,58400
"2179","Female","Walked",40,35,12000
"2180","Female","Walked",10,34,20000
"2181","Female","Walked",7,55,71360
"2182","Female","Walked",5,39,130000
"2183","Female","Walked",10,45,4000
"2184","Female","Walked",10,42,15000
"2185","Female","Walked",10,26,75000
"2186","Female","Walked",10,21,18800
"2187","Female","Walked",20,27,50000
"2188","Female","Walked",1,63,126000
"2189","Female","Walked",5,54,97590
"2190","Female","Walked",10,58,24000
"2191","Female","Walked",20,26,85000
"2192","Female","Walked",5,52,22100
"2193","Female","Walked",15,27,60000
"2194","Female","Walked",5,70,45000
"2195","Female","Walked",60,27,4000
"2196","Female","Walked",20,24,42200
"2197","Female","Walked",30,57,125000
"2198","Female","Walked",60,21,9600
"2199","Female","Walked",15,61,25000
"2200","Female","Walked",25,23,23800
"2201","Female","Walked",25,37,1e+05
"2202","Female","Walked",2,81,13000
"2203","Female","Walked",15,25,65000
"2204","Female","Walked",5,31,45050
"2205","Female","Walked",10,36,145000
"2206","Female","Walked",15,27,87000
"2207","Female","Walked",15,45,31000
"2208","Female","Walked",30,47,21000
"2209","Female","Walked",15,20,6000
"2210","Female","Walked",15,43,62000
"2211","Female","Walked",20,65,19600
"2212","Female","Walked",30,31,75000
"2213","Female","Walked",25,19,450
"2214","Female","Walked",20,50,30200
"2215","Female","Walked",10,24,30000
"2216","Female","Walked",1,50,27000
"2217","Female","Walked",25,28,60000
"2218","Female","Walked",7,20,30100
"2219","Female","Walked",5,26,40000
"2220","Female","Walked",15,30,10000
"2221","Female","Walked",1,45,27700
"2222","Female","Walked",20,35,65000
"2223","Female","Walked",10,35,218400
"2224","Female","Walked",4,58,8330
"2225","Female","Walked",25,32,13000
"2226","Female","Walked",20,30,42000
"2227","Female","Walked",30,44,28000
"2228","Female","Walked",2,49,35000
"2229","Female","Walked",20,26,80000
"2230","Female","Walked",30,45,3e+05
"2231","Female","Walked",20,33,85000
"2232","Female","Walked",20,37,9000
"2233","Female","Walked",35,25,12000
"2234","Female","Walked",5,25,63000
"2235","Female","Walked",5,42,50000
"2236","Female","Walked",20,61,98000
"2237","Female","Walked",26,59,227000
"2238","Female","Walked",25,50,14000
"2239","Female","Walked",8,27,41700
"2240","Female","Walked",10,30,35000
"2241","Female","Walked",15,30,45000
"2242","Female","Walked",6,57,1e+05
"2243","Female","Walked",20,28,110000
"2244","Female","Walked",20,45,34000
"2245","Female","Walked",20,50,30000
"2246","Female","Walked",17,33,70000
"2247","Female","Walked",3,21,17000
"2248","Female","Walked",3,19,8000
"2249","Female","Walked",15,52,20000
"2250","Female","Walked",10,21,16700
"2251","Female","Walked",3,75,59800
"2252","Female","Walked",3,28,23000
"2253","Female","Walked",45,45,54000
"2254","Female","Walked",20,39,65000
"2255","Female","Walked",5,24,11100
"2256","Female","Walked",15,68,42100
"2257","Female","Walked",90,59,80000
"2258","Female","Walked",35,31,52000
"2259","Female","Walked",15,60,74000
"2260","Female","Walked",30,31,40000
"2261","Female","Walked",25,51,12000
"2262","Female","Walked",5,33,65000
"2263","Female","Walked",45,45,36000
"2264","Female","Walked",15,46,55000
"2265","Female","Walked",15,56,22600
"2266","Female","Walked",10,56,29000
"2267","Female","Walked",15,48,141400
"2268","Female","Walked",5,66,21600
"2269","Female","Walked",25,42,171000
"2270","Female","Walked",5,31,39000
"2271","Female","Walked",20,60,80000
"2272","Female","Walked",15,23,28000
"2273","Female","Walked",5,24,12000
"2274","Female","Walked",5,49,62000
"2275","Female","Walked",20,32,1500
"2276","Female","Walked",2,46,80000
"2277","Female","Walked",10,56,26000
"2278","Female","Walked",4,26,8000
"2279","Female","Walked",20,30,53000
"2280","Female","Walked",20,57,106300
"2281","Female","Walked",15,26,41000
"2282","Female","Walked",8,38,53000
"2283","Female","Walked",20,54,6180
"2284","Female","Walked",1,33,30000
"2285","Female","Walked",10,85,31590
"2286","Female","Walked",3,47,17610
"2287","Female","Walked",20,66,167000
"2288","Female","Walked",20,46,17500
"2289","Female","Walked",25,30,8000
"2290","Female","Walked",5,27,69000
"2291","Female","Walked",30,27,41500
"2292","Female","Walked",10,30,74000
"2293","Female","Walked",5,61,112000
"2294","Female","Walked",30,49,74000
"2295","Female","Walked",15,61,20000
"2296","Female","Walked",5,42,11400
"2297","Female","Walked",3,38,5300
"2298","Female","Walked",10,38,63000
"2299","Female","Walked",20,54,87000
"2300","Female","Walked",5,53,8400
"2301","Female","Walked",10,70,29730
"2302","Female","Walked",10,43,15000
"2303","Female","Walked",50,65,35000
"2304","Female","Walked",12,72,53800
"2305","Female","Walked",10,57,55000
"2306","Female","Walked",15,50,452000
"2307","Female","Walked",2,62,19000
"2308","Female","Walked",10,30,27000
"2309","Female","Walked",10,33,32000
"2310","Female","Walked",5,26,4000
"2311","Female","Walked",15,62,9000
"2312","Female","Walked",10,32,10800
"2313","Female","Walked",5,61,60000
"2314","Female","Walked",20,55,52000
"2315","Female","Walked",10,43,20800
"2316","Female","Walked",10,31,43000
"2317","Female","Walked",15,26,10900
"2318","Female","Walked",3,59,6900
"2319","Female","Walked",15,32,80000
"2320","Female","Walked",15,32,12000
"2321","Female","Walked",20,71,15000
"2322","Female","Walked",15,23,15000
"2323","Female","Walked",30,24,26700
"2324","Female","Walked",25,28,89000
"2325","Female","Walked",15,49,12000
"2326","Female","Walked",1,41,43500
"2327","Female","Walked",1,33,96000
"2328","Female","Walked",15,21,4000
"2329","Female","Walked",1,71,38210
"2330","Female","Walked",20,31,9600
"2331","Female","Walked",5,35,52000
"2332","Female","Walked",15,30,40000
"2333","Female","Walked",10,22,20000
"2334","Female","Walked",5,30,50000
"2335","Female","Walked",15,53,16000
"2336","Female","Walked",15,54,900
"2337","Female","Walked",15,20,8000
"2338","Female","Walked",10,40,2e+05
"2339","Female","Walked",1,61,39150
"2340","Female","Walked",6,78,362800
"2341","Female","Walked",20,30,40000
"2342","Female","Walked",3,44,9000
"2343","Female","Walked",30,53,18000
"2344","Female","Walked",10,50,14400
"2345","Female","Walked",20,48,8000
"2346","Female","Walked",5,46,45000
"2347","Female","Walked",45,33,225000
"2348","Female","Walked",10,54,13000
"2349","Female","Walked",10,47,17000
"2350","Female","Walked",5,70,36000
"2351","Female","Walked",20,22,15000
"2352","Female","Walked",20,49,3000
"2353","Female","Walked",15,26,20000
"2354","Female","Walked",5,33,98000
"2355","Female","Walked",10,21,1000
"2356","Female","Walked",20,56,72000
"2357","Female","Walked",15,39,115000
"2358","Female","Walked",5,57,1e+05
"2359","Female","Walked",10,38,75000
"2360","Female","Walked",5,45,40000
"2361","Female","Walked",30,39,105000
"2362","Female","Walked",20,27,70000
"2363","Female","Walked",20,47,109000
"2364","Female","Walked",2,55,75000
"2365","Female","Walked",10,29,9000
"2366","Female","Walked",7,40,38900
"2367","Female","Walked",20,48,180500
"2368","Female","Walked",5,41,30000
"2369","Female","Walked",40,29,78000
"2370","Female","Walked",10,48,14000
"2371","Female","Walked",5,24,16000
